,the_geom,NAME
3503,POINT (-73.98698289405563 40.72999738067184),ABE LEBEWOHL PARK
2725,POINT (-73.9877902854895 40.7300804656312),ABE LEBEWOHL TRIANGLE
19342,POINT (-73.93717385874209 40.81208708948495),ABE LINCOLN MINI POOL
12409,POINT (-73.89934015059386 40.6499353556877),ABE STARK SENIOR CENTER
15796,POINT (-73.81506958779829 40.728225719666675),ABE WOLFSON TRIANGLE
8303,POINT (-73.92621864747748 40.71903900677679),ABF FREIGHT SYSTEM
15667,POINT (-73.90599375646818 40.659609705802524),ABIB NEWBORN GARDEN
1178,POINT (-73.904726023541 40.817496149820975),ABIGAIL PLAYGROUND
6331,POINT (-74.00541825723637 40.73732221458068),ABINGDON SQUARE
16532,POINT (-73.98962215209347 40.77232197743989),ABRAHAM JOSHUA HESCHEL HIGH SCHOOL
16531,POINT (-73.98942623895579 40.77255902704751),ABRAHAM JOSHUA HESCHEL SCHOOL
9779,POINT (-73.96803984351716 40.58189400297983),ABRAHAM LINCOLN HIGH SCHOOL
19689,POINT (-73.93725946736419 40.81226757679995),ABRAHAM LINCOLN PLAYGROUND
6661,POINT (-74.23162120108842 40.54079332587653),ABRAHAM POND
8646,POINT (-74.00578319789237 40.574996816749675),ABRAHAM RESIDENCE II
1716,POINT (-73.96632125643053 40.801748068380796),ABSW SENIOR CITIZENS CENTER
2145,POINT (-73.9412947652317 40.816634948962324),ABYSSINIAN BAPTIST CHURCH
3933,POINT (-73.94084613614241 40.817207987897696),ABYSSINIAN PLGD
3857,POINT (-73.94190753513988 40.81102757161481),ABYSSINIAN TOWERS
260,POINT (-73.93522073980076 40.827334050288925),AC POWELL BL NB OV AC POWELL BL
8169,POINT (-73.85401020677809 40.6795290400792),ACACIA CEMETERY
14202,POINT (-73.91268381848981 40.80762552143742),ACADEMIC LEADERSHIP CHARTER SCHOOL
15717,POINT (-73.95904422576535 40.74273976073337),ACADEMY FOR CAREERS IN TELEVISION AND FILM
14469,POINT (-73.95816072780457 40.64936761756577),ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION A COLLEGE BOARD SCHOOL
14449,POINT (-73.91726496611894 40.63350208339775),ACADEMY FOR CONSERVATION AND THE ENVIRONMENT
14357,POINT (-73.91169384197188 40.69709062581543),ACADEMY FOR EXCELLENCE IN LEADERSHIP
14304,POINT (-73.84399530878876 40.725685905310655),ACADEMY FOR EXCELLENCE THROUGH THE ARTS
14260,POINT (-73.93915939062892 40.675788316396996),ACADEMY FOR HEALTH CAREERS
9837,POINT (-73.91565013998901 40.849676441677445),ACADEMY FOR LANGUAGE AND TECHNOLOGY
5506,POINT (-73.92314846822043 40.766766720452225),ACADEMY FOR NEW AMERICANS
14095,POINT (-73.90052006937842 40.85957453474887),ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE
14222,POINT (-73.85265585045806 40.88799846302478),ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP A COLLEGE BOARD SCHOOL
14559,POINT (-73.9874238515417 40.735392065019326),ACADEMY FOR SOFTWARE ENGINEERING
14542,POINT (-73.87412273294721 40.657166980144865),ACADEMY FOR YOUNG WRITERS
1004,POINT (-73.93644746369155 40.75227470912204),ACADEMY OF AMERICAN STUDIES HIGH SCHOOL
5468,POINT (-73.91803589307297 40.810303616825095),ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY
14341,POINT (-73.93671366294976 40.74477283203577),ACADEMY OF FINANCE AND ENTERPRISE
14470,POINT (-73.95817631227516 40.64945725622644),ACADEMY OF HOSPITALITY AND TOURISM
14478,POINT (-73.86892092994842 40.692718071546174),ACADEMY OF INNOVATIVE TECHNOLOGY
6269,POINT (-73.76868510311006 40.663595907802076),ACADEMY OF LITTLE LEADERS
14396,POINT (-73.76346010156422 40.60229891901252),ACADEMY OF MEDICAL TECHNOLOGY A COLLEGE BOARD SCHOOL
16347,POINT (-73.88571305425046 40.86919769484944),ACADEMY OF MOUNT ST URSULA
14212,POINT (-73.90558581564238 40.81891574419199),ACADEMY OF PUBLIC RELATIONS
7397,POINT (-74.00096539215275 40.73270796779771),ACADEMY OF ST JOSEPH WASHINGTON PL
15843,POINT (-73.90236087410695 40.756825416930894),ACADEMY OF THE CITY CHARTER SCHOOL
9905,POINT (-73.9116112513862 40.6970464062177),ACADEMY OF URBAN PLANNING & ENGINEERING HIGH SCHOOL
13497,POINT (-73.8942375513639 40.82214998485178),ACCION ACADEMY
16269,POINT (-73.90853033260309 40.71275818424181),ACE ACADEMY FOR SCHOLARS AT THE GERALDINE FERRARO CAMPUS
18298,POINT (-73.98828999897411 40.74574961504727),ACE HOTEL
20481,POINT (-73.98370940942739 40.687815383796654),ACE HOTEL BROOKLYN
8649,POINT (-73.92011672748508 40.68864889374981),ACE INTEGRATION HEAD START
14353,POINT (-73.88381104682234 40.677011490427695),ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL
15715,POINT (-73.87618817636547 40.66626962989049),ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL
14274,POINT (-73.91337392483923 40.67439978174135),ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL
16905,POINT (-73.91025431325811 40.68880415382942),ACHIEVEMENT FIRST BUSHWICK ELEMENTARY SCHOOL
14252,POINT (-73.91947967693646 40.69768737482457),ACHIEVEMENT FIRST BUSHWICK MIDDLE SCHOOL
14454,POINT (-73.93706664030321 40.662136722896655),ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL
16906,POINT (-73.87711849115482 40.6834232467735),ACHIEVEMENT FIRST EAST NEW YORK MIDDLE SCHOOL
14429,POINT (-73.89346238706653 40.66385373574615),ACHIEVEMENT FIRST EAST NY ELEMENTARY SCHOOL
14418,POINT (-73.96594065983373 40.68248171806264),ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL
20490,POINT (-73.76348195245613 40.68818667761974),ACHIEVEMENT FIRST LEGACY ELEMENTARY
16274,POINT (-73.88542180488005 40.6596582878013),ACHIEVEMENT FIRST LINDEN ELEMENTARY SCHOOL
16255,POINT (-73.91508925342546 40.693775638132635),ACHIEVEMENT FIRST NORTH BROOKLYN PREP ELEMENTARY SCHOOL
17155,POINT (-73.92803485936207 40.70046681808271),ACHIEVEMENT FIRST UNIVERSITY PREP HIGH SCHOOL
18555,POINT (-73.95388670413065 40.65619014410663),ACHIEVEMENT FIRST VOYAGER MIDDLE SCHOOL
13166,POINT (-74.19376181368963 40.522434232660395),ACME POND
17154,POINT (-73.91933678557314 40.81323140156191),ACS DIVISION OF CHILD CARE & HEAD START
18142,POINT (-73.79340378984693 40.704476962617036),ACS OFFICE ARCHER AVE
11386,POINT (-73.98907525766064 40.76123499922857),ACTORS TEMPLE THEATRE
9032,POINT (-73.94741691920227 40.80921462566004),ADAM CLAY ST BUILD
19352,POINT (-73.94535490149109 40.81306899411689),ADAM CLAYTON POWELL JR MALLS
19280,POINT (-73.99909448074963 40.69238247374163),ADAM YAUCH PLAYGROUND DOG RUN
8302,POINT (-73.9063876346374 40.81669690819846),ADAMS HOUSES
8629,POINT (-73.90703993067723 40.81609295498838),ADAMS HOUSES BUILDING 1
3498,POINT (-73.90672906010988 40.816533060319905),ADAMS HOUSES BUILDING 2
7225,POINT (-73.90612623490847 40.81699447093706),ADAMS HOUSES BUILDING 3
7851,POINT (-73.90540138474447 40.81708555058889),ADAMS HOUSES BUILDING 4
5054,POINT (-73.90440551293668 40.81672456198347),ADAMS HOUSES BUILDING 5
3152,POINT (-73.90459389252791 40.81620194242067),ADAMS HOUSES BUILDING 6
8141,POINT (-73.90474470205459 40.81565759504031),ADAMS HOUSES BUILDING 7
5042,POINT (-73.90729431788849 40.81610385808812),ADAMS HOUSES COMMUNITY CENTER
15754,POINT (-73.98822228821261 40.69463272646712),ADAMS STREET EDUCATIONAL CAMPUS
5260,POINT (-73.90718472277027 40.89777305234389),ADATH ISRAEL OF RIVERDALE SYNAGOGUE
4813,POINT (-73.85436924263617 40.67325758188995),ADDABBO PLAYGROUND
4303,POINT (-73.94273839881751 40.78681369130361),ADDIE MAE COLLINS COMMUNITY SERVICE HEAD START 345 E 101 ST
9269,POINT (-73.93642050578754 40.806977019603046),ADDIE MAE COLLINS HEAD START 110 E 129 ST
1945,POINT (-74.03323131560195 40.62454614903341),ADELPHI ACADEMY
9578,POINT (-73.85570807010428 40.821338239216054),ADLAI E STEVENSON EDUCATIONAL COMPLEX
5335,POINT (-73.9627527476887 40.682402409284244),ADLEPHI POST OFFICE
1656,POINT (-74.01551154378045 40.70123505758382),ADMIRAL DEWEY PROMENADE
1414,POINT (-73.89171762792874 40.84291538947099),ADMIRAL FARRAGUT PLAYGROUND
12475,POINT (-73.73792719410245 40.77099337352413),ADMIRAL PLAYGROUND
2881,POINT (-74.00106343462983 40.67690842697762),ADMIRAL TRIANGLE
10577,POINT (-73.75998032168779 40.76197180586053),ADRIA HOTEL
19811,POINT (-73.99807435650666 40.728843533728174),ADRIENNES GARDEN
2225,POINT (-74.16599356445849 40.52879780292707),ADVANTAGE CARE PHYSICIANS ANNADALE
10282,POINT (-74.1086328758568 40.6197270692442),ADVANTAGECARE PHYSICIANS CLOVE RD MEDICAL OFFICE
7386,POINT (-73.96118673724075 40.61038225670259),ADVENT GRAVESEND CHURCH
10633,POINT (-73.95604667224866 40.78075183792412),ADVENT HOPE CHURCH
1681,POINT (-73.97279035371803 40.792722206933945),ADVENT LUTHERAN CHURCH
5739,POINT (-73.8918144012881 40.743176532047336),ADVENTIST JACKSON HGTS CHURCH
3134,POINT (-73.7990858896477 40.707929058143584),ADVENTIST JAMAICA CHURCH
9108,POINT (-73.90686795559193 40.74371622141564),ADVENTURELAND CHILD CARE CENTER
2815,POINT (-73.99473255053002 40.59133301634379),ADVENTURERS AMUSEMENT PARK
17152,POINT (-73.92183348174407 40.808953783942144),AECI 2 NYC CHARTER HIGH SCHOOL FOR COMPUTER ENGINEERING & INNOVATION
17247,POINT (-73.98475106881246 40.74879097541309),AEROFLOT AIRLINES OFFICE
10747,POINT (-74.2299958757656 40.50953913054536),AESOP PLAYGROUND
17248,POINT (-73.99177062502622 40.7487304010609),AFFINIA MANHATTAN HOTEL
14005,POINT (-73.97713680559653 40.75049874225805),AFGHANISTAN CONSULTE
14006,POINT (-73.97482746064958 40.74967701959828),AFGHANISTAN MISSION TO UN
15697,POINT (-74.00435717394022 40.71449075078576),AFRICAN BURIAL GROUND NATIONAL MONUMENT
13123,POINT (-73.94831469184241 40.80898887306431),AFRICAN SQ AREA
4995,POINT (-73.7948145930375 40.6870447809725),AFRO-AMERICAN PARENTS DAY CARE SUTPHIN BLVD
5926,POINT (-73.7936083796567 40.69507621895404),AFRO-AMERICAN PARENTS EDUCATIONAL CENTER # 4
6075,POINT (-73.82170487839157 40.757704950324595),AGAPE NURSERY SCHOOL
10890,POINT (-73.86175949538128 40.88027108201413),AGNES HAYWOOD PLAYGROUND
15674,POINT (-74.00490483865302 40.67795649397372),AGNES Y HUMPHREY SCHOOL FOR LEADERSHIP HISTORICAL
16086,POINT (-73.96439526530219 40.619273337310155),AGUDAS ACHIM OF MIDWOOD
6784,POINT (-74.00186934411859 40.640231772366775),AGUDATH ACHIM 50 ST
18262,POINT (-74.13535033136243 40.602915536162534),AGUDATH ISRAEL OF STATEN ISLAND
6452,POINT (-73.96834802703438 40.635139467816366),AGUDATH SHOLOM FLATBUSH
7184,POINT (-73.94343475042774 40.79423321927132),AGUILAR LIBRARY
2801,POINT (-73.98353342098787 40.71477681533509),AHEARN PARK
10237,POINT (-73.96472175958054 40.590216505182944),AHI EZER CONGREGATION AVE X
16427,POINT (-73.96474072877263 40.590260891696786),AHI EZER YESHIVA
12169,POINT (-73.93174747286403 40.77370206689706),AHRC ASTORIA BLUE FEATHER ECP
17470,POINT (-74.00678045858999 40.65864607085367),AHRC BUSH TERMINAL ADULT DAY HABILITATION SERVICES
14381,POINT (-74.00395618615771 40.626730146176136),AHRC MIDDLE HIGH SCHOOL
19533,POINT (-73.82322726386123 40.849025743547855),AILEEN RYAN RECREATION COMPLEX
6015,POINT (-73.80484323915407 40.674832104405986),AIM HIGH LEADERSHIP CENTER 3
5762,POINT (-73.94401863519226 40.613007076902775),AIMEE TRIANGLE
2360,POINT (-73.97232953037053 40.756955744347735),AIR INDIA
17199,POINT (-73.78087749734651 40.668313025701515),AIRPORT MOTOR INN
6324,POINT (-73.88636591776593 40.76444150824113),AIRWAY INN AT LAGUARDIA
2495,POINT (-73.97565965787506 40.7644095101037),AKA CENTRAL PARK HOTEL
4577,POINT (-73.96455237344775 40.75794626287083),AKA SUTTON PLACE HOTEL
5341,POINT (-73.98922415383895 40.75927340375747),AL HIRSCHFELD THEATRE
16666,POINT (-73.80812542795546 40.67475096545868),AL IHSAN ACADEMY
16662,POINT (-73.81499384580435 40.70100539703186),AL IMAN SCHOOL
16669,POINT (-73.98838266311651 40.67433208626789),AL MADINAH SCHOOL
16667,POINT (-74.016537929132 40.646313681887364),AL MADRASA AL ISLAMIYA SCHOOL
16672,POINT (-73.79577480079065 40.71260864828587),AL MAMOOR SCHOOL
16663,POINT (-73.99504832779927 40.66285291867059),AL NOOR SCHOOL
13473,POINT (-73.83363011870419 40.751462128793605),AL OERTER RECREATION CENTER
19629,POINT (-73.74132283079418 40.764427241161435),ALAMEDA MALLS
17473,POINT (-73.98318551890236 40.69073685051877),ALAMO DRAFTHOUSE DOWNTOWN BROOKLYN
17464,POINT (-73.96115001796902 40.7773308014722),ALASKA ON MADISON
1888,POINT (-74.13673426131203 40.613181544111484),ALBA HOUSE
13944,POINT (-73.95421302529975 40.772767271921325),ALBANIA MISSION TO UN
5650,POINT (-73.9368061226197 40.67324333404942),ALBANY HOUSES BUILDING 1
9680,POINT (-73.93774176391256 40.67305869641329),ALBANY HOUSES BUILDING 2
13517,POINT (-73.93853279071314 40.67334504067704),ALBANY HOUSES BUILDING 3
2407,POINT (-73.93844336739978 40.674004847970124),ALBANY HOUSES BUILDING 4
9520,POINT (-73.93756211448914 40.67418624029623),ALBANY HOUSES BUILDING 5
11697,POINT (-73.93674443076324 40.67392693165491),ALBANY HOUSES BUILDING 6
7464,POINT (-73.93763239512815 40.67364898082217),ALBANY HOUSES COMPLEX
2512,POINT (-73.93837406474569 40.67504321276011),ALBANY II HOUSES BUILDING 7
7767,POINT (-73.93750835486401 40.67483996679772),ALBANY II HOUSES BUILDING 8
8561,POINT (-73.9366054621999 40.674947005931315),ALBANY II HOUSES BUILDING 9
4501,POINT (-73.9377929133398 40.67474657129792),ALBANY II HOUSES COMPLEX
656,POINT (-74.18364530998751 40.539083460371714),ALBEE AVENUE OVER SIRT SOUTH SHR
20317,POINT (-73.98057215651343 40.64592137486865),ALBEMARLE PLAYGROUND
20257,POINT (-73.98080457600642 40.645946578495575),ALBEMARLE PLAYGROUND BASKETBALL COURT
20255,POINT (-73.98051395584959 40.646027777008484),ALBEMARLE PLAYGROUND COMFORT STATION
2812,POINT (-73.99455525794166 40.63942094094682),ALBEN TRIANGLE
2192,POINT (-73.99334819122032 40.7327339964522),ALBERT APARTMENTS
16098,POINT (-74.0060225973882 40.72201191637221),ALBERT CAPSOUTO PARK
1897,POINT (-73.84582867227782 40.8509221906481),ALBERT EINSTEIN COLLEGE OF MEDICINE JACK & PEARL RESNICK CAMPUS
11041,POINT (-73.82696916459038 40.72269860248159),ALBERT H MAURO PLAYGROUND
1162,POINT (-73.97082255979007 40.69032585067563),ALBERT J PARHAM PLAYGROUND
20222,POINT (-73.97050527880602 40.69022872080371),ALBERT J PARHAM PLAYGROUND COMFORT STATION
20223,POINT (-73.97091334772723 40.6904632736457),ALBERT J PARHAM PLAYGROUND CTS
19233,POINT (-73.97057614677746 40.69040219737649),ALBERT J PARHAM PLAYGROUND POOL
17345,POINT (-73.97126880296027 40.78305702496342),ALDEN BUILDING
1750,POINT (-73.95332774542067 40.64272055714899),"ALEC FAMILY CENTER, INC."
10269,POINT (-73.90608117669117 40.83763982134657),ALEEN LOGAN PRESCHOOL CENTER
6505,POINT (-73.81416155240647 40.71156762910558),ALEPH BET ACADEMY
2685,POINT (-73.92323581066249 40.81150990396937),ALEXANDER ALLEY
10762,POINT (-73.81375061049206 40.795182676030024),ALEXANDER GREY TRIANGLE
35,POINT (-73.92797348753933 40.8454367058386),ALEXANDER HAMILTON
39,POINT (-73.92946799599785 40.845657680171854),ALEXANDER HAMILTON
1252,POINT (-73.95129307111503 40.82313134689104),ALEXANDER HAMILTON PLAYGROUND
8102,POINT (-74.01395408433967 40.70429126772964),ALEXANDER HAMILTON US CUSTOM HOUSE
10787,POINT (-73.97485593849561 40.79410419424109),ALEXANDER HOTEL
10597,POINT (-73.96551429426675 40.79129057122523),ALEXANDER ROBERTSON SCHOOL
9325,POINT (-73.96948440110032 40.79935862640398),ALEXANDRIA HOUSE BUILDING
14162,POINT (-73.91964668083436 40.81841840088101),ALFRED E SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL
19557,POINT (-73.9972161295033 40.71094131867576),ALFRED E SMITH PLAYGROUND
19284,POINT (-73.99753656823053 40.710188831833065),ALFRED E SMITH RECREATION CENTER
9385,POINT (-73.94205426440524 40.82828740462609),ALGA HOTEL
18316,POINT (-73.97742099034133 40.7563497282113),ALGERIA CONSULATE
5916,POINT (-73.96831969492027 40.75295428260903),ALGERIA MISSION TO UN
4068,POINT (-73.98235304412829 40.755938275290404),ALGONQUIN HOTEL
6245,POINT (-73.9500596540452 40.681590164567105),ALHAMBRA APARTMENTS
8164,POINT (-74.06303380667141 40.61514280514922),ALICE AUSTEN HOUSE MUSEUM
15367,POINT (-74.06306303555583 40.61480722113477),ALICE AUSTIN PARK
10434,POINT (-73.9353877975423 40.80643831470805),ALICE KORNEGAY TRIANGLE
3564,POINT (-73.98259920078071 40.77364021157225),ALICE TULLY HALL
7488,POINT (-73.98003175242337 40.78490370807077),ALL ANGELS CHURCH
12168,POINT (-73.93286438563031 40.75994784121589),ALL CHILDRENS CHILD CARE CENTER
6962,POINT (-73.91311907290239 40.69767819506272),ALL CITY LEADERSHIP SECONDARY SCHOOL
7578,POINT (-73.93656388914928 40.847336217259134),ALL CITYKIDS DAYCARE
17363,POINT (-73.83152071842844 40.75246688681503),ALL COMMUNITY ADULT DAY CENTER
5471,POINT (-73.9219995538032 40.8301444613982),ALL HALLOWS HIGH SCHOOL
8487,POINT (-73.75982597191961 40.74240308525695),ALL IN ONE KIDS DAY CARE CENTER
11403,POINT (-73.78935730137053 40.716834933311),ALL MY CHILDREN CENTER MAYFIELD
9053,POINT (-73.7866411508771 40.6936754163864),ALL MY CHILDREN DAY CARE & NURSERY SCHOOLS 164 PL
3192,POINT (-73.94727551295874 40.66238891493896),ALL MY CHILDREN DAY CARE & NURSERY SCHOOLS LEFFERTS AVE
18447,POINT (-73.95347165051368 40.66565702231507),ALL MY CHILDREN DAY CARE & NURSERY SCHOOLS ROGERS AVE
2163,POINT (-73.79220832462208 40.679947249177474),ALL MY CHILDREN DAY CARE & NURSERY SCHOOLS SUTPHIN BLVD
9529,POINT (-73.80004692839002 40.73168201889256),ALL MY CHILDREN DAY CARE JEWEL
4582,POINT (-73.93200179798812 40.66543254588672),ALL MY CHILDREN DAYCARE & NURSERY SCHOOLS CROWN ST
8109,POINT (-73.8445532019635 40.72505764843789),ALL MY CHILDREN DC 69 AV
18393,POINT (-73.70894929932413 40.748334395476626),ALL NATIONS CHURCH UNION TPKE
15375,POINT (-73.9460517695808 40.69291294009065),ALL PEOPLES CHURCH OF THE APOSTOLIC FAITH TOMPKINS AV
11595,POINT (-73.82598694103051 40.69054154153324),ALL SAINTS CHURCH
4696,POINT (-74.14151973017121 40.611610734856576),ALL SAINTS EPISCOPAL CHURCH
8948,POINT (-73.96499101547523 40.76151805062307),ALL SAINTS EPISCOPAL CHURCH
2545,POINT (-73.9806714085677 40.66833881807925),ALL SAINTS EPISCOPAL CHURCH 7 AV
18117,POINT (-73.91859413242892 40.74447779809722),ALL SAINTS EPISCOPAL CHURCH LIC
7744,POINT (-73.84929853812253 40.696257925775356),ALL SAINTS EPISCOPAL CHURCH WOODHAVEN
18455,POINT (-73.80357969571178 40.719150881727586),ALL SAINTS LUTHERAN CHURCH
18466,POINT (-73.92500146534398 40.65814240336107),ALL SAINTS PENTECOSTAL CHURCH
1780,POINT (-73.93836663599002 40.80835581011406),ALL SAINTS RC CHURCH
6221,POINT (-73.9443168920256 40.7008541399255),ALL SAINTS RC CHURCH THROOP AV
7084,POINT (-73.98809513991212 40.730925693358685),ALL SAINTS UKRANIAN ORTHO CHURCH
1490,POINT (-73.95226097557828 40.80174287521376),ALL SOULS CHURCH WEST HARLEM
2096,POINT (-73.95819717171842 40.77540440841684),ALL SOULS SCHOOL
11365,POINT (-73.93607968402111 40.62783797566661),ALL STAR DAYCARE AVE J LHCM
13119,POINT (-73.9684578247042 40.75026988971917),ALLARD K LOWENSTEIN SQUARE
10336,POINT (-73.78314312539642 40.6903457436954),ALLEN COMMUNITY SENIOR CITIZENS CENTER
19355,POINT (-73.99197815862948 40.71619044626274),ALLEN MALLS
11766,POINT (-73.88344750308346 40.892343837525914),ALLEN SHANDLER RECREATION AREA
9796,POINT (-73.95982019386189 40.77429595469596),ALLEN STEVENSON SCHOOL
13026,POINT (-73.87597712756862 40.86830333069674),ALLERTON AVE TRAFFIC CIRCLE
5561,POINT (-73.86326056237986 40.86679749926502),ALLERTON LIBRARY
1182,POINT (-73.8505455319721 40.86615086659348),ALLERTON PLAYGROUND
4932,POINT (-73.73435662776768 40.73948466820146),ALLEY ATHLETIC PLAYGROUND
15371,POINT (-73.74591717646814 40.74698551206963),ALLEY PARK
11838,POINT (-73.73544414988442 40.73987647240883),ALLEY PARK ATHLETIC FIELD
10211,POINT (-73.75127372678828 40.76234620680234),ALLEY POND
3004,POINT (-73.7532554841408 40.7627464703889),ALLEY POND ENVIRONMENTAL CENTER
18231,POINT (-73.74923191277553 40.7642872748735),ALLEY POND GOLF CENTER
3488,POINT (-73.74637083973774 40.75284077041786),ALLEY POND PARK
3847,POINT (-73.74095013982557 40.742248536212635),ALLEY POND PARK WILD FLOWER MEADOW PLAYGROUND
15363,POINT (-73.73516255431224 40.73947141658257),ALLEY POND TENNIS CLUB
11574,POINT (-73.74880611435208 40.74147721071512),ALLEY SPRINGFIELD PLAYGROUND
